updated_at,status,message,count
2026-07-10T00:01:34,fallback,KRX download failed; using manual universe: <urlopen error [WinError 10061] 대상 컴퓨터에서 연결을 거부했으므로 연결하지 못했습니다>,5
2026-07-10T00:01:58,ok,KRX snapshot downloaded,0
2026-07-10T00:02:22,fallback,KRX download failed; using manual universe: <urlopen error [WinError 10061] 대상 컴퓨터에서 연결을 거부했으므로 연결하지 못했습니다>,5
2026-07-10T00:02:35,fallback,KRX download failed; using manual universe: <urlopen error [WinError 10061] 대상 컴퓨터에서 연결을 거부했으므로 연결하지 못했습니다>,5
2026-07-10T01:05:26,fallback,KRX download failed; using manual universe: KRX returned no stock rows,5
2026-08-14T05:11:10,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden; 20260729: HTTP Error 403: Forbidden; 20260728: HTTP Error 403: Forbidden,5
2026-08-14T08:05:30,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden; 20260729: HTTP Error 403: Forbidden; 20260728: HTTP Error 403: Forbidden,5
2026-08-17T01:56:13,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden; 20260729: HTTP Error 403: Forbidden,5
2026-08-17T04:08:15,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden; 20260729: HTTP Error 403: Forbidden,5
2026-08-17T07:40:42,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden; 20260729: HTTP Error 403: Forbidden,5
2026-08-18T01:52:12,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden,5
2026-08-18T04:02:56,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden,5
2026-08-18T07:26:41,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden; 20260730: HTTP Error 403: Forbidden,5
2026-08-19T01:54:18,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden,5
2026-08-19T07:27:41,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden; 20260731: HTTP Error 403: Forbidden,5
2026-08-20T01:52:58,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden,5
2026-08-20T04:03:57,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden,5
2026-08-20T07:30:45,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden; 20260803: HTTP Error 403: Forbidden,5
2026-08-21T01:58:42,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden,5
2026-08-21T04:06:28,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden,5
2026-08-21T07:33:01,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden; 20260804: HTTP Error 403: Forbidden,5
2026-08-24T01:58:53,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden,5
2026-08-24T04:11:33,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden,5
2026-08-24T07:46:45,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden; 20260805: HTTP Error 403: Forbidden,5
2026-08-25T01:53:40,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden,5
2026-08-25T04:05:34,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden,5
2026-08-25T07:33:24,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden; 20260806: HTTP Error 403: Forbidden,5
2026-08-26T01:59:34,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden,5
2026-08-26T04:07:53,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden,5
2026-08-26T07:35:05,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden; 20260807: HTTP Error 403: Forbidden,5
2026-08-27T09:52:46,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden,5
2026-08-27T14:21:58,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden,5
2026-08-27T17:55:53,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden; 20260810: HTTP Error 403: Forbidden,5
2026-08-28T11:26:44,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden,5
2026-08-28T15:30:46,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden,5
2026-08-28T19:06:27,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden; 20260811: HTTP Error 403: Forbidden,5
2026-08-31T05:39:37,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260818: HTTP Error 403: Forbidden; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden,5
2026-08-31T09:56:01,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260818: HTTP Error 403: Forbidden; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden,5
2026-08-31T14:30:33,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260818: HTTP Error 403: Forbidden; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden; 20260812: HTTP Error 403: Forbidden,5
2026-09-01T05:13:25,quote_fallback,KRX download failed; using quote fallback for manual universe: KRX returned no stock rows for recent dates; 20260819: HTTP Error 403: Forbidden; 20260818: HTTP Error 403: Forbidden; 20260817: HTTP Error 403: Forbidden; 20260814: HTTP Error 403: Forbidden; 20260813: HTTP Error 403: Forbidden,5
